출처,직군,검색어,공고 이름,회사 이름,회사 위치,게시일,마감일,링크,점수,워치리스트
사람인,AI,AI,클라우드 보안 솔루션 구축 전문가 모집 (AI/신입/경력),메가존클라우드(주),경기과천시,2026-08-24,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54828349,20,False
사람인,AI,AI,[애그테크 기술팀]연구원 모집 (디지털AI농업분야),(주)포도,경기성남시 수정구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54829255,20,False
사람인,AI,AI,AI로 일하는 [퍼블리셔] ㅣ 팀문화x확실한보상,(주)광고인,전남광주북구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54825936,20,False
사람인,AI,AI,[한국파스퇴르연구소 ]ARL 항생제내성팀 AI Engineer,(재)한국파스퇴르연구소,경기성남시 분당구,2026-08-25,~ 09/04(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54830388,20,False
사람인,AI,AI,AI·전산 업무자동화 담당자 채용,(주)한중에스에스,서울영등포구,2026-08-24,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54582972,25,False
사람인,AI,AI,개발자 채용[Python 기반 데이터·AI 개발 및 웹 화면 구현],아티스시스템(주),서울금천구,2026-08-20,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54797814,25,False
사람인,AI,AI,"(충남아산 출퇴근가능자만지원)AI 오픈소스튜닝, 학습",(주)디엔지니어,충남아산시,2026-08-23,~ 10/22(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54821097,20,False
사람인,AI,AI,[취업연계/전액무료] 온디바이스 피지컬 AI응용 시스템개발,대전대학교,대전동구,2026-08-14,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54380988,20,False
사람인,AI,AI,로봇 AI 데이터 수집&검수 인턴,(주)로브로스,서울성동구,2026-08-12,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54724455,20,False
사람인,AI,AI,[AI/솔루션] Product Engineer/(프론트엔드 개발 2년 이하),(주)빌드잇,경기성남시 분당구,2026-08-18,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54763591,20,False
사람인,AI,AI,[AI/솔루션] Product Engineer/(백엔드 개발 2년 이하),(주)빌드잇,경기성남시 분당구,2026-08-18,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54763590,20,False
사람인,AI,AI,"AI활용 웹디자이너(퍼블리셔), 개발자를 모집합니다.(신입/경력)",(주)아이웹,서울마포구,2026-08-20,~ 10/19(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54797152,20,False
사람인,AI,AI,AI 서비스 백엔드(Java/Spring) 개발자 모집 (경력 3년 이상),(주)테나아이,서울서초구,2026-08-13,~ 09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54736217,20,False
사람인,AI,AI,전산실 AI(인공지능) 서버 운영 관리,IPEA(정보처리기사협회),경기군포시,2026-08-25,~ 09/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54525169,20,False
사람인,AI,AI,AI 학습용 이미지 데이터 라벨러 채용,딥퓨전에이아이(주),서울강남구,2026-08-12,~ 09/01(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54362321,20,False
사람인,AI,AI,"[AI, 클라우드] 시스템 엔지니어 (신입/경력)",(주)에이프리카,서울성동구,2026-08-18,~ 09/06(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54774385,20,False
사람인,AI,AI,[재택]내가 원하는 곳에서 몰입하는 B2G·AI 데이터세일즈매니저,나모웹비즈(주),서울송파구,2026-08-21,~ 09/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54808020,20,False
사람인,AI,AI,[금융권프로젝트] 웹 퍼블리셔 (신입) · AI 풀사이클 성장,(주)알액스원,서울강남구,2026-07-16,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54488183,20,False
사람인,AI,AI,[큐닷] 이커머스 스타트업 AI 개발자를 찾아요,(주)프리더스,경기성남시 수정구,2026-08-24,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54828225,20,False
사람인,AI,AI,[휴니버스글로벌] 의료IT운영 및 AI 업무개선 담당(신입/경력),(주)휴니버스글로벌,서울동대문구,2026-08-21,~ 09/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54814125,20,False
사람인,AI,AI,"[AI 개발자] 이어드림스쿨, K-디지털트레이닝, 폴리텍 하이테크",라프디(주),서울마포구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54831788,20,False
사람인,AI,AI,AI-Driven 프론트엔드 엔지니어 / 테크니컬 PM,(주)엑스홀딩스,서울서초구,2026-08-23,~ 09/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54822022,20,False
사람인,AI,AI,AI 서비스 빌더 · 바이브코딩 사업개발 인턴(정규직 전환) 채용,(주)고투엑스코리아,서울서초구,2026-08-10,~ 09/09(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54700952,20,False
사람인,AI,AI,IT 웹/AI/서버 프로그래머 개발자 모집(신입/경력),마준소프트(주),경기용인시,2026-07-06,~ 09/05(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54333157,20,False
사람인,AI,AI,나두AI AI 플랫폼 엔지니어,나두모두,서울강남구,2026-08-07,~ 09/06(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54686257,20,False
사람인,AI,AI,AI 에이전트 서비스 프론트엔드 개발자 채용,모달리(주),서울성동구,2026-08-18,~ 09/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54772383,20,False
사람인,AI,AI,"[신입/경력] Web 프론트엔드 개발자 (스마트팩토리, AI 솔루션)",(주)세인티,서울강서구,2026-08-10,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54698719,20,False
사람인,AI,AI,"[신입/경력] Web 백엔드 개발자 모집(스마트팩토리, AI 솔루션)",(주)세인티,서울강서구,2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54787660,20,False
사람인,AI,AI,[대전] AI/개발자(디버깅) 신규 채용 공고,한국중소기업비즈니스센터,대전서구,2026-08-24,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54828105,20,False
사람인,AI,AI,AI 기반 물류 시스템 R&D 개발자 0명 모집,주식회사에이아이로직스,부산중구,2026-08-04,~ 09/03(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54645732,20,False
사람인,AI,AI,[AX본부] AI native Builder SW개발 (KDT 수료자),제스트(주),서울영등포구,2026-08-05,~ 09/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54660200,20,False
사람인,AI,AI,AI 학습 데이터 연구원 (데이터 라벨링 및 프로젝트 지원),코드비전(주),서울마포구,2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54782641,20,False
사람인,AI,AI,[팀스케일업]AI풀스택개발자(AI 파이프라인/대용량 미디어처리),스텝에이아이,서울강남구,2026-08-20,~ 09/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54796105,20,False
사람인,AI,AI,[쿠팡] AI 컨텐츠 품질 평가자 (계약직/ 재택),쿠팡(주),서울광진구,2026-08-20,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54583557,25,False
사람인,AI,AI,KAIST AI 기상예측연구센터 위촉행정원 채용 공고,한국과학기술원,서울동대문구,2026-08-14,18시마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54751103,20,False
사람인,AI,AI,[GENTLE MONSTER] AI 오브제 디자이너,(주)아이아이컴바인드,서울성동구,2026-08-24,~ 10/23(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54822943,20,False
사람인,AI,AI,[연 3300/재택근무] 쿠팡본사 AI컨텐츠 사무직원 대규모채용,리드커리어(주),서울강남구,2026-08-06,~ 09/05(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54674080,20,False
사람인,AI,AI,[재택근무/연 3300] 쿠팡본사 AI컨텐츠 사무직원 대규모채용,리드커리어(주),서울강남구,2026-08-10,~ 09/09(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54704542,20,False
사람인,AI,AI,[X-Ray 및 CT 검사장비 AI 솔루션] 자동화 검사장비 설계 모집,(주)이노메트리,경기화성시,2026-08-18,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54768085,20,False
사람인,AI,AI,동원건설산업(주) KAIST AI대학원 [안전관리자 채용],동원건설산업(주),경기성남시 분당구,2026-08-11,~ 09/10(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54708536,20,False
사람인,AI,AI,[월275만/풀재택/화상면접] 쿠팡 AI 품질 평가 사무보조 채용,에이스휴먼파워(주),서울광진구,2026-08-20,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54595716,20,False
사람인,AI,AI,[해비치호텔앤드리조트] 카카오AI연수원 시설팀 전기 담당 모집,해비치호텔앤드리조트(주),경기용인시 수지구,2026-08-20,~ 09/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54793888,20,False
사람인,AI,AI,영남대학교 첨단AI산업인재양성부트캠프사업단 산학협력객원교수,영남대학교산학협력단,경북경산시,2026-08-20,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54796146,25,False
사람인,AI,AI,"AI, 3D 기반 플랜트 설계 엔지니어링 인턴 모집",(주)플랜텍,경북포항시 남구,2026-08-21,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54813102,20,False
사람인,AI,AI,[월275만/화상면접/풀재택] 쿠팡 AI 품질 평가 사무보조 채용,에이스휴먼파워(주),서울광진구,2026-08-25,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54840518,20,False
사람인,AI,AI,[풀재택/월275만/화상면접] 쿠팡 AI 품질 평가 사무보조 채용,에이스휴먼파워(주),서울광진구,2026-08-25,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54840545,20,False
사람인,AI,AI,[넷마블] AI 전략실 인턴 모집,넷마블(주),서울구로구,2026-08-18,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54770365,20,False
사람인,AI,AI,자동차 AI 디자이너,(주)알텐코리아,인천연수구,2026-08-21,~ 09/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54771576,20,False
사람인,AI,AI,주니어 디자이너 모집 (브랜드 / 웹·앱 / AI 디자인),(주)비트컴퓨터,서울서초구,2026-08-20,~ 09/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54793631,20,False
사람인,AI,AI,AI 솔루션 전문기업 CFO,(주)커리어케어,서울강남구,2026-08-23,~ 09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54822004,20,False
사람인,AI,AI,[차병원그룹] 차AI헬스케어 재무팀 담당자 채용,제이준코스메틱 주식회사,서울강남구,2026-08-18,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54558811,25,False
사람인,AI,AI,[우딘] AI활용에 적극적이신 마케터·디자이너 채용,(주)우딘,인천서해구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54826015,20,False
사람인,AI,AI,[차병원그룹]차AI헬스케어 영업관리 담당자를 찾고 있어요,제이준코스메틱 주식회사,서울강남구,2026-08-25,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54823294,20,False
사람인,AI,AI,[AI데이터교육전문기업/재택근무가능] 교육운영 팀장급 채용,(주)사람인에이치에스,서울마포구,2026-08-18,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54637523,20,False
사람인,AI,AI,모듈러 AI 데이터센터 구축 경력채용,(주)플랜엠,인천연수구,2026-08-24,~ 09/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54813356,20,False
사람인,AI,AI,AI로 일하는 [퍼포먼스마케터 AE] ㅣ 팀문화x확실한보상,(주)광고인,전남광주북구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54825944,20,False
사람인,AI,AI,AI로 일하는 [미디어아트 콘텐츠 제작자] ㅣ 팀문화x확실한보상,(주)광고인,전남광주북구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54825974,20,False
사람인,AI,AI,경희대 첨단산업인재양성부트캠프사업(AI) 연구원(계약직) 채용,경희대학교산학협력단,경기용인시 기흥구,2026-08-19,~ 08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54783970,20,False
사람인,AI,AI,상명대학교(서울) AI디지털교육센터 계약직원 채용공고,상명대학교,서울종로구,2026-08-20,~ 09/01(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54801327,20,False
사람인,AI,AI,[대전웰니스병원] 홍보 마케팅 직원[디자인/AI영상제작] 채용,대전웰니스병원,대전대덕구,2026-08-21,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54806592,20,False
사람인,AI,AI,[강남/연봉협의/신입O] 교육기관 AI교육운영,템프인(주),서울강남구,2026-08-18,~ 09/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54764377,20,False
사람인,AI,AI,[Dropshot] AI 크리에이티브팀 전환형 인턴 및 계약직 채용,(주)지로,서울강남구,2026-08-25,~ 09/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54813306,20,False
사람인,AI,AI,AI 영상 제작 및 영상 기획 채용,(주)송영철공작소,서울영등포구,2026-08-25,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54840944,20,False
사람인,AI,AI,[국비지원]한국전력공사 및 전기공사업체 취업 직업훈련생 모집[전기공사 외선/내선(AI기반스마트)전기],(주)대원전기교육원,충북증평군,2026-05-11,~ 09/09(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53331565,20,False
사람인,AI,AI,AI도 대체 못 할 경력직 인재를 찾습니다 (경영지원팀),(사)한국인공지능협회,서울마포구,2026-07-28,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54588250,20,False
사람인,AI,AI,"수출입 업무 사무직 모집 (중국어능통자, AI활용가능자 우대)",(주)한림티앤씨,서울구로구,2026-08-14,~ 08/27(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54584150,25,False
사람인,AI,AI,[AI/솔루션] 시니어 인사담당자(HR),(주)빌드잇,경기성남시 분당구,2026-08-18,~ 09/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54763580,20,False
사람인,AI,AI,AI활용 경영지원 인원을 모집합니다.,(주)아이웹,서울마포구,2026-08-21,~ 09/13(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54754047,20,False
사람인,AI,AI,AI로 K-뷰티·바이오 시장을 뒤흔들 해외영업 신입/경력,메디에이블(주),경기성남시 분당구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54825192,20,False
사람인,AI,AI,[기획팀] 서비스 기획자 (정부지원사업 / AI 자막 생성 솔루션),(주)크리에이트크루,서울강남구,2026-08-07,~ 09/06(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54685766,20,False
사람인,AI,AI,인테리어 3D·AI 렌더링 디자이너 채용[신입 및 경력자],(주)네스트디자인파트너스,서울강남구,2026-08-21,~ 09/19(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54800258,20,False
사람인,AI,AI,"디자이너 채용 (웹디자인,그래픽,AI)-판교역",(주)고마오,경기성남시 수정구,2026-08-22,~ 09/21(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54819917,20,False
사람인,AI,AI,[재택/프리랜서] AI 영상 컨텐츠 제작,(주)브레드앤로즈,서울강남구,2026-07-01,~ 08/29(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54323434,25,False
사람인,AI,AI,AI Product Builder / 서비스 기획자,주식회사 에이프,서울송파구,2026-08-09,~ 09/08(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54692690,20,False
사람인,AI,AI,AI 영상 디자이너 채용,주식회사터라이프,서울강남구,2026-08-14,~ 09/12(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54737167,20,False
사람인,AI,AI,"삼성물산, 국가AI컴퓨팅센터현장(해남) 기계설비 시공직 채용",삼성물산 (주),전남광주해남군,2026-08-17,~ 09/16(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54761967,20,False
사람인,AI,AI,어린이디자인가구 디자인팀 채용( AI 디자인활용 능력),(주)토니숲,대전동구,2026-08-19,~ 09/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54784885,20,False
사람인,AI,AI,AI 데이터 구축 프로젝트 매니저 (주니어 PM / 계약직),(주)미디어코퍼스,서울송파구,2026-08-24,~ 09/04(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54826467,20,False
사람인,AI,AI,[펫테크 AI 스타트업] 국내외 사업 개발 및 영업 담당자 채용,(주)젠티크엑스,대구남구,2026-08-24,~ 09/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54829792,20,False
사람인,AI,AI,"제어 모집(PLC, 도면/프로그램 설계, EPLAN) / AI 및 MES 개발",(주)피엔티,경북구미시,2026-07-31,~ 08/30(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54619051,20,False
사람인,AI,AI,"[광주 첨단3지구 AI지식산업센터]현장 공무,사무보조(경력무관)",(주)모아종합건설,전남광주북구,2026-08-21,~ 09/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54811384,20,False
사람인,AI,AI,AI/모션그래픽 콘텐츠 제작을 함께할 모션그래픽 디자이너 구인,트라이브프로덕션,서울서초구,2026-08-24,~ 09/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54827577,20,False
